,Rk,G,HomeAway,Opp,WinLoss,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Empty,O_eFG%,O_TOV%,O_ORB%,O_FTFTA,Empty,D_eFG%,D_TOV%,D_ORB%,D_FTFTA,Team
2015-12-28,30,30,,BRK,L,105,111,113.1,119.6,92.8,0.385,0.308,0.576,45.7,55.6,9.7,13.6,,0.526,13.3,24.4,0.295,,0.512,11.7,66.0,0.329,MIA
2015-12-29,31,31,@,MEM,L (1 OT),90,99,102.8,113.1,79.3,0.228,0.367,0.518,45.2,65.7,5.7,8.3,,0.513,13.9,21.1,0.114,,0.46,7.7,65.2,0.218,MIA
2016-01-01,32,32,,DAL,W,106,82,119.6,92.5,88.6,0.11,0.22,0.617,55.6,52.2,4.5,1.8,,0.61,12.2,22.9,0.073,,0.403,8.7,76.4,0.125,MIA
2016-01-03,33,33,@,WAS,W,97,75,104.4,80.7,92.9,0.14,0.267,0.531,54.5,69.2,8.6,18.0,,0.506,11.6,20.9,0.116,,0.363,9.4,80.4,0.099,MIA
2016-01-04,34,34,,IND,W (1 OT),103,100,106.3,103.2,87.8,0.433,0.244,0.481,48.6,41.2,5.2,9.1,,0.406,6.1,26.8,0.333,,0.436,8.7,72.5,0.191,MIA
2016-01-06,35,35,,NYK,L,90,98,106.4,115.9,84.6,0.183,0.207,0.508,50.7,37.8,2.4,6.5,,0.463,12.8,29.3,0.171,,0.579,12.4,82.1,0.243,MIA
2016-01-08,36,36,@,PHO,W,103,95,112.5,103.8,91.5,0.411,0.247,0.597,47.1,63.9,9.8,8.8,,0.541,10.4,16.2,0.329,,0.467,12.5,70.0,0.098,MIA
2016-01-09,37,37,@,UTA,L,83,98,93.4,110.3,88.9,0.207,0.232,0.464,51.3,41.2,7.9,15.7,,0.451,16.0,31.9,0.11,,0.613,16.9,82.8,0.155,MIA
2016-01-11,38,38,@,GSW,L,103,111,105.4,113.6,97.7,0.176,0.209,0.525,49.0,75.6,2.0,6.3,,0.489,9.3,18.4,0.154,,0.517,8.3,80.9,0.256,MIA
2016-01-13,39,39,@,LAC,L,90,104,91.9,106.2,97.9,0.414,0.343,0.544,53.3,83.9,5.1,10.1,,0.507,21.7,13.2,0.271,,0.484,6.5,81.5,0.138,MIA
2016-01-15,40,40,@,DEN,W,98,95,105.6,102.4,92.8,0.235,0.148,0.548,53.2,65.0,5.4,21.7,,0.519,12.7,22.5,0.173,,0.449,12.7,84.6,0.321,MIA
2016-01-17,41,41,@,OKC,L,74,99,83.1,111.2,89.0,0.153,0.194,0.482,45.0,40.0,6.7,13.6,,0.444,19.8,18.4,0.139,,0.494,13.0,69.0,0.136,MIA
2016-01-19,42,42,,MIL,L,79,91,91.1,104.9,86.7,0.351,0.297,0.462,49.4,48.1,6.9,3.2,,0.399,14.1,27.3,0.27,,0.52,17.3,78.8,0.189,MIA
2016-01-20,43,43,@,WAS,L,87,106,100.1,121.9,86.9,0.265,0.221,0.573,47.7,69.7,3.5,5.7,,0.537,20.9,23.3,0.206,,0.552,9.8,68.6,0.128,MIA
2016-01-22,44,44,@,TOR,L,81,101,93.7,116.8,86.5,0.21,0.21,0.458,50.6,39.4,4.6,4.0,,0.432,11.9,28.6,0.136,,0.553,12.5,82.4,0.24,MIA
2016-01-25,45,45,@,CHI,W,89,84,96.2,90.8,92.5,0.21,0.173,0.503,48.4,56.8,7.6,4.3,,0.475,11.1,14.0,0.148,,0.426,12.2,76.9,0.102,MIA
2016-01-26,46,46,@,BRK,W,102,98,109.7,105.4,93.0,0.12,0.108,0.584,53.6,60.0,10.8,7.5,,0.56,12.1,14.7,0.108,,0.57,16.5,91.4,0.239,MIA
2016-01-29,47,47,@,MIL,W,107,103,112.6,108.4,95.0,0.432,0.243,0.607,45.9,73.0,12.6,13.2,,0.547,16.2,22.9,0.351,,0.488,17.1,66.7,0.313,MIA
2016-01-31,48,48,,ATL,W,105,87,107.5,89.1,97.7,0.321,0.247,0.568,60.3,53.8,10.2,8.3,,0.512,16.3,25.6,0.272,,0.421,16.8,94.9,0.4,MIA
2016-02-02,49,49,@,HOU,L,102,115,104.0,117.2,98.1,0.318,0.2,0.526,60.0,68.4,5.1,6.1,,0.482,14.9,29.5,0.235,,0.619,10.8,92.7,0.131,MIA
2016-02-03,50,50,@,DAL,W,93,90,102.4,99.1,90.8,0.261,0.17,0.474,54.0,48.6,3.3,16.4,,0.432,6.7,22.4,0.193,,0.437,4.0,84.3,0.161,MIA
2016-02-05,51,51,@,CHO,W,98,95,100.3,97.3,97.7,0.191,0.096,0.481,53.9,46.5,7.2,21.8,,0.457,7.3,17.4,0.128,,0.506,12.0,93.0,0.16,MIA
2016-02-07,52,52,,LAC,L,93,100,99.8,107.4,93.1,0.349,0.205,0.486,55.8,42.4,2.1,0.0,,0.44,12.0,27.1,0.241,,0.512,5.9,85.1,0.21,MIA
2016-02-09,53,53,,SAS,L,101,119,104.7,123.3,96.5,0.343,0.171,0.627,41.9,52.5,7.3,6.7,,0.6,17.4,3.0,0.243,,0.562,9.1,73.2,0.213,MIA
2016-02-19,54,54,@,ATL,W,115,111,111.2,107.4,103.4,0.318,0.227,0.573,52.3,61.4,12.6,2.0,,0.545,12.2,22.7,0.216,,0.563,18.5,81.8,0.149,MIA
2016-02-20,55,55,,WAS,W,114,94,116.4,96.0,97.9,0.292,0.135,0.526,59.8,48.9,2.0,11.7,,0.5,6.1,36.5,0.188,,0.419,5.3,80.0,0.111,MIA
2016-02-22,56,56,,IND,W (1 OT),101,93,95.8,88.2,95.5,0.34,0.13,0.439,59.5,50.0,7.6,10.4,,0.39,10.9,34.5,0.23,,0.418,10.4,86.8,0.174,MIA
2015-10-28,1,1,,NYK,L,97,122,101.9,128.2,95.2,0.36,0.209,0.487,49.0,56.7,7.4,5.7,,0.401,15.3,37.5,0.326,,0.5,9.2,60.4,0.312,MIL
2015-10-30,2,2,,WAS,L,113,118,112.9,117.9,100.1,0.341,0.293,0.599,46.4,78.6,9.0,4.3,,0.555,14.5,17.1,0.268,,0.603,19.4,76.5,0.529,MIL
2015-11-01,3,3,@,TOR,L,87,106,98.0,119.4,88.8,0.348,0.275,0.547,41.8,72.4,6.8,12.3,,0.457,18.5,20.0,0.348,,0.517,11.6,59.1,0.144,MIL
2015-11-02,4,4,@,BRK,W,103,96,113.2,105.5,91.0,0.356,0.315,0.61,50.7,63.2,6.6,11.7,,0.582,14.2,24.2,0.247,,0.494,16.9,73.7,0.228,MIL
2015-11-04,5,5,,PHI,W,91,87,99.2,94.9,91.7,0.198,0.267,0.487,41.4,68.6,6.5,7.5,,0.453,9.7,17.0,0.151,,0.457,17.0,70.0,0.16,MIL
2015-11-06,6,6,@,NYK,W,99,92,110.3,102.5,89.7,0.358,0.173,0.528,48.8,60.0,6.7,8.8,,0.451,11.3,31.0,0.321,,0.432,13.8,66.7,0.272,MIL
2015-11-07,7,7,,BRK,W,94,86,103.2,94.4,91.1,0.195,0.244,0.528,44.1,73.0,9.9,8.2,,0.5,14.4,22.2,0.146,,0.433,16.6,64.6,0.183,MIL
2015-11-10,8,8,,BOS,L,83,99,92.8,110.7,89.4,0.315,0.233,0.499,47.7,46.7,11.2,3.6,,0.452,17.0,22.5,0.233,,0.483,11.3,69.6,0.186,MIL
2015-11-11,9,9,@,DEN,L,102,103,116.4,117.5,87.6,0.114,0.278,0.615,47.8,61.9,9.1,7.3,,0.595,16.2,26.7,0.101,,0.544,13.5,64.1,0.215,MIL
2015-11-14,10,10,,CLE,W (2 OT),108,105,102.3,99.4,87.4,0.216,0.157,0.484,48.6,46.5,5.7,17.0,,0.451,9.7,27.3,0.157,,0.484,16.3,72.0,0.187,MIL
2015-11-17,11,11,@,WAS,L,86,115,92.2,123.3,93.3,0.333,0.292,0.521,44.7,71.0,5.4,6.3,,0.5,18.7,14.3,0.194,,0.614,12.0,82.4,0.414,MIL
2015-11-19,12,12,@,CLE,L,100,115,115.4,132.7,86.6,0.356,0.11,0.592,33.8,57.9,9.2,4.3,,0.541,11.5,16.7,0.288,,0.641,16.8,55.2,0.338,MIL
2015-11-21,13,13,@,IND,L,86,123,87.3,124.9,98.5,0.241,0.215,0.492,50.6,55.9,9.1,8.2,,0.462,20.8,29.5,0.165,,0.599,12.2,73.2,0.154,MIL
2015-11-23,14,14,,DET,W,109,88,121.0,97.7,90.1,0.205,0.157,0.602,48.4,69.8,13.3,6.3,,0.572,11.7,31.6,0.169,,0.374,14.3,60.0,0.22,MIL
2015-11-25,15,15,,SAC,L,118,129,123.3,134.8,95.7,0.307,0.352,0.591,46.8,71.4,7.3,13.0,,0.551,9.9,22.2,0.239,,0.636,7.9,79.4,0.403,MIL
2015-11-27,16,16,@,ORL,L,90,114,91.3,115.6,98.6,0.297,0.351,0.538,48.1,64.5,8.1,3.6,,0.473,20.1,15.4,0.27,,0.598,16.4,80.0,0.195,MIL
2015-11-29,17,17,@,CHO,L,82,87,95.7,101.5,85.7,0.171,0.341,0.465,51.7,75.8,10.5,5.1,,0.451,13.7,26.5,0.098,,0.493,14.0,82.5,0.257,MIL
2015-11-30,18,18,,DEN,W,92,74,101.7,81.8,90.4,0.286,0.234,0.531,46.9,71.4,11.1,21.4,,0.494,13.0,19.5,0.208,,0.413,21.1,75.0,0.16,MIL
2015-12-02,19,19,@,SAS,L,70,95,73.4,99.7,95.3,0.231,0.179,0.407,44.9,65.4,7.3,8.7,,0.353,15.7,12.2,0.192,,0.45,10.0,77.6,0.156,MIL
2015-12-04,20,20,@,DET,L,95,102,97.4,104.5,97.6,0.161,0.207,0.51,52.6,53.8,6.1,10.2,,0.471,13.1,19.1,0.149,,0.457,8.3,84.0,0.329,MIL
2015-12-05,21,21,,NYK,W,106,91,109.9,94.4,96.4,0.27,0.045,0.532,57.0,56.8,5.2,11.8,,0.506,11.5,29.5,0.18,,0.461,14.5,85.7,0.276,MIL
2015-12-07,22,22,,POR,W,90,88,98.1,95.9,91.7,0.452,0.178,0.514,49.5,73.3,8.7,13.5,,0.438,15.5,24.4,0.356,,0.435,15.5,70.0,0.165,MIL
2015-12-09,23,23,,LAC,L,95,109,97.4,111.7,97.6,0.133,0.111,0.499,44.0,61.9,7.2,1.9,,0.478,10.4,15.2,0.1,,0.543,12.6,73.3,0.259,MIL
2015-12-11,24,24,@,TOR,L,83,90,93.6,101.5,88.7,0.2,0.138,0.477,50.6,57.6,10.2,8.0,,0.438,14.7,23.8,0.163,,0.536,16.6,81.1,0.214,MIL
2015-12-12,25,25,,GSW,W,108,95,106.9,94.0,101.1,0.2,0.156,0.551,47.3,70.5,11.9,6.5,,0.522,14.0,19.0,0.156,,0.438,13.8,70.6,0.191,MIL
2015-12-15,26,26,@,LAL,L,95,113,103.6,123.2,91.7,0.235,0.153,0.506,42.2,57.5,7.6,11.3,,0.494,10.5,26.1,0.129,,0.517,12.3,59.1,0.236,MIL
2015-12-16,27,27,@,LAC,L,90,103,104.3,119.4,86.3,0.125,0.182,0.485,50.6,55.3,10.4,11.1,,0.46,10.6,33.3,0.102,,0.553,14.1,72.2,0.267,MIL
2015-12-18,28,28,@,GSW,L,112,121,111.2,120.1,100.7,0.308,0.198,0.542,47.1,59.5,6.0,11.5,,0.484,13.4,31.1,0.264,,0.534,12.7,64.3,0.322,MIL
2015-12-20,29,29,@,PHO,W,101,95,105.3,99.0,95.9,0.304,0.203,0.564,48.7,61.0,8.3,10.7,,0.551,12.7,15.4,0.177,,0.5,19.1,83.8,0.284,MIL
2015-12-23,30,30,,PHI,W,113,100,113.7,100.6,99.4,0.094,0.141,0.638,45.3,66.7,14.1,19.7,,0.629,15.3,15.2,0.071,,0.5,19.0,69.0,0.235,MIL
2015-12-26,31,31,,TOR,L,90,111,101.3,125.0,88.8,0.222,0.173,0.506,46.3,73.5,3.4,9.6,,0.457,12.8,20.5,0.198,,0.599,8.2,76.3,0.173,MIL
2015-12-28,32,32,@,DAL,L,93,103,101.3,112.1,91.9,0.19,0.177,0.543,60.5,36.8,4.4,8.1,,0.506,16.6,24.3,0.165,,0.512,4.0,87.8,0.202,MIL
2015-12-29,33,33,@,OKC,L,123,131,121.4,129.3,101.3,0.22,0.16,0.561,53.4,59.2,5.9,7.8,,0.54,11.3,37.5,0.15,,0.547,9.6,72.5,0.43,MIL
2015-12-31,34,34,@,IND,W,120,116,117.9,114.0,101.8,0.455,0.182,0.649,49.3,40.0,11.8,19.2,,0.623,14.8,17.6,0.312,,0.579,16.9,80.0,0.256,MIL
2016-01-02,35,35,@,MIN,W,95,85,105.4,94.3,90.1,0.373,0.213,0.544,50.5,62.5,7.8,7.1,,0.48,13.0,26.2,0.307,,0.411,14.5,69.8,0.19,MIL
2016-01-04,36,36,,SAS,L,98,123,103.4,129.8,94.8,0.39,0.156,0.543,44.3,62.2,6.3,7.1,,0.5,14.3,24.4,0.273,,0.594,11.6,65.8,0.178,MIL
2016-01-05,37,37,@,CHI,L,106,117,107.8,119.0,98.3,0.137,0.157,0.49,48.9,60.9,9.2,4.7,,0.48,8.5,30.9,0.078,,0.584,14.0,78.8,0.241,MIL
2016-01-08,38,38,,DAL,W,96,95,108.4,107.3,88.6,0.363,0.113,0.517,50.6,64.9,12.4,10.0,,0.488,13.9,36.6,0.225,,0.5,14.9,63.6,0.131,MIL
2016-01-10,39,39,@,NYK,L,88,100,100.7,114.4,87.4,0.375,0.163,0.472,49.4,59.4,8.0,6.7,,0.419,10.6,31.1,0.263,,0.506,10.7,70.0,0.179,MIL
2016-01-12,40,40,,CHI,W,106,101,115.9,110.5,91.4,0.301,0.14,0.503,41.2,65.1,12.0,16.1,,0.478,4.5,27.5,0.183,,0.482,15.1,56.5,0.224,MIL
2016-01-13,41,41,@,WAS,L,101,106,100.6,105.6,100.4,0.472,0.111,0.581,61.0,60.5,10.0,3.5,,0.535,23.7,32.3,0.333,,0.524,14.5,80.4,0.214,MIL
2016-01-15,42,42,,ATL,W (1 OT),108,101,100.5,94.0,97.3,0.385,0.104,0.481,58.3,47.5,8.4,18.6,,0.432,12.5,36.8,0.26,,0.475,14.2,84.8,0.06,MIL
2016-01-16,43,43,@,CHO,W,105,92,119.0,104.3,88.2,0.361,0.167,0.629,56.8,59.0,3.4,21.6,,0.576,15.2,21.4,0.306,,0.431,4.9,75.5,0.195,MIL
2016-01-19,44,44,@,MIA,W,91,79,104.9,91.1,86.7,0.216,0.162,0.561,50.6,52.8,6.9,7.7,,0.52,17.3,21.2,0.189,,0.399,14.1,72.7,0.27,MIL
2016-01-22,45,45,@,HOU,L,98,102,105.9,110.2,92.5,0.259,0.165,0.518,53.3,76.9,7.6,20.0,,0.476,13.7,34.1,0.2,,0.484,9.8,69.4,0.117,MIL
2016-01-23,46,46,@,NOP,L,99,116,105.2,123.3,94.1,0.243,0.203,0.604,51.2,51.3,3.2,9.5,,0.568,18.0,17.1,0.203,,0.548,7.3,75.5,0.138,MIL
2016-01-26,47,47,,ORL,W,107,100,119.7,111.9,89.4,0.403,0.169,0.59,53.6,57.9,5.6,12.5,,0.526,11.7,28.9,0.338,,0.494,10.6,73.9,0.263,MIL
2016-01-28,48,48,@,MEM,L,83,103,96.0,119.1,86.5,0.342,0.203,0.457,55.4,58.6,9.2,5.8,,0.373,13.3,36.4,0.304,,0.538,11.0,76.9,0.213,MIL
2016-01-29,49,49,,MIA,L,103,107,108.4,112.6,95.0,0.35,0.15,0.558,54.1,47.4,10.5,8.9,,0.488,17.1,33.3,0.313,,0.547,16.2,77.1,0.351,MIL
2016-02-01,50,50,@,SAC,L,104,111,109.6,117.0,94.8,0.202,0.238,0.568,41.1,64.3,11.6,8.3,,0.548,14.1,22.2,0.143,,0.506,13.9,60.0,0.279,MIL
2016-02-02,51,51,@,POR,L,95,107,97.7,110.0,97.3,0.279,0.163,0.492,46.7,60.5,7.2,7.4,,0.471,11.9,23.5,0.163,,0.524,13.5,75.6,0.212,MIL
2016-02-05,52,52,@,UTA,L,81,84,90.1,93.4,89.9,0.296,0.197,0.505,47.7,30.0,13.3,14.0,,0.472,20.0,17.5,0.197,,0.442,14.7,73.9,0.208,MIL
2016-02-09,53,53,,BOS,W,112,111,114.8,113.8,97.6,0.261,0.216,0.571,46.3,55.6,5.1,10.9,,0.551,12.5,26.2,0.17,,0.524,16.0,67.5,0.274,MIL
2016-02-11,54,54,,WAS,W,99,92,100.2,93.1,98.8,0.39,0.171,0.515,60.4,66.7,10.1,7.1,,0.463,15.8,34.1,0.28,,0.42,12.4,82.7,0.205,MIL
2016-02-19,55,55,,CHO,L,95,98,96.1,99.1,98.9,0.259,0.235,0.526,56.0,61.1,7.1,20.0,,0.488,19.6,29.3,0.198,,0.483,15.3,81.4,0.174,MIL
2016-02-20,56,56,@,ATL,W (2 OT),117,109,100.5,93.7,96.3,0.308,0.163,0.495,57.0,50.0,10.3,15.4,,0.457,12.6,30.4,0.212,,0.458,12.3,82.8,0.113,MIL
2016-02-22,57,57,,LAL,W,108,101,110.8,103.6,97.5,0.291,0.186,0.557,48.9,72.7,10.3,17.0,,0.541,7.6,16.7,0.174,,0.447,15.2,77.1,0.434,MIL
2015-10-28,1,1,@,LAL,W,112,111,111.9,110.9,100.1,0.446,0.241,0.564,44.8,63.2,3.0,7.1,,0.488,7.5,14.3,0.373,,0.439,11.0,73.3,0.356,MIN
2015-10-30,2,2,@,DEN,W,95,78,98.2,80.6,96.8,0.577,0.155,0.533,49.0,60.0,7.2,8.6,,0.437,16.0,17.1,0.465,,0.332,11.9,71.2,0.158,MIN
2015-11-02,3,3,,POR,L,101,106,100.6,105.6,100.4,0.494,0.165,0.525,47.1,64.7,10.0,6.8,,0.449,13.5,18.6,0.38,,0.511,14.1,75.0,0.169,MIN
2015-11-05,4,4,,MIA,L,84,96,87.7,100.2,95.8,0.259,0.141,0.444,51.2,53.3,7.3,9.7,,0.376,14.5,22.2,0.235,,0.513,15.5,82.9,0.237,MIN
2015-11-07,5,5,@,CHI,W (1 OT),102,93,95.2,86.8,97.0,0.281,0.167,0.473,53.7,66.7,7.5,11.5,,0.443,12.2,25.9,0.177,,0.414,14.9,81.5,0.172,MIN
2015-11-09,6,6,@,ATL,W,117,107,117.5,107.4,99.6,0.275,0.188,0.652,59.7,58.7,10.0,9.1,,0.619,17.5,25.8,0.225,,0.587,16.0,88.9,0.07,MIN
2015-11-10,7,7,,CHO,L,95,104,95.7,104.8,99.3,0.238,0.238,0.538,58.5,69.4,6.0,7.7,,0.506,19.9,25.0,0.175,,0.538,15.1,90.5,0.256,MIN
2015-11-12,8,8,,GSW,L,116,129,117.7,130.9,98.5,0.414,0.103,0.564,58.8,48.8,4.1,2.0,,0.511,11.2,35.7,0.31,,0.64,10.3,84.2,0.169,MIN
2015-11-13,9,9,@,IND,L,103,107,110.6,114.9,93.1,0.157,0.241,0.58,49.4,38.1,5.4,0.0,,0.548,14.5,22.2,0.145,,0.535,10.3,72.1,0.174,MIN
2015-11-15,10,10,,MEM,L,106,114,115.0,123.7,92.2,0.256,0.195,0.581,49.3,48.8,10.8,3.7,,0.53,11.6,23.1,0.232,,0.627,15.3,85.7,0.352,MIN
2015-11-17,11,11,@,MIA,W,103,91,100.4,88.7,102.6,0.361,0.216,0.458,51.4,38.9,11.7,9.1,,0.392,6.6,26.8,0.278,,0.487,19.3,79.6,0.177,MIN
2015-11-18,12,12,@,ORL,L (1 OT),101,104,99.4,102.4,92.0,0.353,0.212,0.514,51.4,58.3,3.9,14.6,,0.447,12.5,24.4,0.294,,0.414,7.0,69.7,0.118,MIN
2015-11-20,13,13,,DET,L,86,96,88.6,98.9,97.0,0.325,0.169,0.489,47.1,51.5,7.2,6.8,,0.448,16.2,14.0,0.221,,0.494,13.1,81.0,0.115,MIN
2015-11-23,14,14,,PHI,W,100,95,104.3,99.0,95.9,0.346,0.154,0.556,50.0,55.6,8.3,14.9,,0.481,15.9,21.1,0.321,,0.474,17.5,75.0,0.269,MIN
2015-11-25,15,15,,ATL,W,99,95,103.6,99.4,95.6,0.354,0.256,0.522,45.9,64.7,9.4,7.8,,0.47,10.4,15.6,0.268,,0.427,12.6,71.7,0.305,MIN
2015-11-27,16,16,@,SAC,W,101,91,111.8,100.7,90.3,0.247,0.325,0.592,56.1,54.1,4.4,4.7,,0.539,16.6,33.3,0.234,,0.477,13.9,73.9,0.105,MIN
2015-11-29,17,17,@,LAC,L,99,107,104.7,113.2,94.5,0.256,0.195,0.543,50.0,56.8,7.4,5.7,,0.5,12.5,17.9,0.207,,0.573,12.7,82.1,0.28,MIN
2015-12-01,18,18,,ORL,L,93,96,100.0,103.3,93.0,0.494,0.247,0.496,51.1,48.3,7.5,15.9,,0.403,12.2,26.7,0.403,,0.471,12.1,75.6,0.174,MIN
2015-12-05,19,19,,POR,L,103,109,109.4,115.7,94.2,0.313,0.181,0.545,52.9,63.2,3.2,7.0,,0.488,12.9,28.9,0.265,,0.571,13.4,80.0,0.273,MIN
2015-12-07,20,20,,LAC,L,106,110,105.2,109.2,100.7,0.427,0.22,0.544,51.7,50.0,9.9,4.9,,0.482,15.6,26.8,0.329,,0.488,14.7,72.9,0.302,MIN
2015-12-09,21,21,,LAL,W (1 OT),123,122,119.3,118.3,93.4,0.333,0.204,0.577,54.0,65.2,3.9,5.7,,0.532,11.6,31.1,0.258,,0.565,7.9,78.6,0.183,MIN
2015-12-11,22,22,@,DEN,L (1 OT),108,111,107.0,110.0,91.4,0.333,0.218,0.541,46.2,57.9,5.0,13.8,,0.477,9.1,16.0,0.287,,0.506,10.7,81.4,0.279,MIN
2015-12-13,23,23,@,PHO,L,101,108,103.5,110.7,97.6,0.466,0.26,0.574,50.0,66.7,7.2,7.0,,0.507,21.4,25.7,0.37,,0.506,12.5,70.7,0.23,MIN
2015-12-15,24,24,,DEN,L,100,112,115.0,128.8,87.0,0.403,0.13,0.552,44.3,58.3,6.9,10.9,,0.494,9.0,25.6,0.312,,0.63,14.2,67.7,0.274,MIN
2015-12-16,25,25,@,NYK,L,102,107,107.3,112.5,95.1,0.139,0.208,0.476,50.0,50.0,12.6,3.1,,0.436,6.1,30.8,0.139,,0.482,12.5,70.8,0.294,MIN
2015-12-18,26,26,,SAC,W,99,95,109.9,105.4,90.1,0.195,0.22,0.556,61.3,64.1,2.2,10.3,,0.512,16.8,37.8,0.183,,0.512,11.9,81.4,0.148,MIN
2015-12-20,27,27,@,BRK,W,100,85,106.3,90.3,94.1,0.3,0.15,0.552,54.1,76.3,12.8,8.8,,0.494,12.6,17.5,0.263,,0.442,13.9,86.7,0.205,MIN
2015-12-21,28,28,@,BOS,L,99,113,101.1,115.4,97.9,0.405,0.165,0.532,41.9,55.6,9.2,9.4,,0.468,11.4,13.6,0.316,,0.584,14.3,71.4,0.101,MIN
2015-12-23,29,29,,SAS,L,83,108,95.7,124.5,86.7,0.347,0.139,0.5,39.7,63.3,5.8,3.4,,0.438,13.5,19.5,0.278,,0.598,14.5,62.2,0.122,MIN
2015-12-26,30,30,,IND,L,88,102,94.1,109.0,93.5,0.24,0.16,0.531,45.8,62.9,15.0,3.7,,0.493,20.2,23.7,0.187,,0.556,19.6,70.6,0.163,MIN
2015-12-28,31,31,@,SAS,L,95,101,98.8,105.0,96.1,0.293,0.134,0.513,47.1,64.1,12.5,7.3,,0.494,13.9,16.2,0.171,,0.549,15.9,83.9,0.306,MIN
2015-12-30,32,32,,UTA,W,94,80,107.9,91.9,87.1,0.351,0.13,0.529,51.6,75.0,14.9,7.3,,0.5,10.1,31.0,0.221,,0.413,17.6,69.4,0.175,MIN
2015-12-31,33,33,@,DET,L,90,115,89.6,114.5,100.5,0.221,0.163,0.477,40.9,62.9,9.0,5.9,,0.436,13.7,13.0,0.174,,0.558,14.0,71.4,0.221,MIN
2016-01-02,34,34,,MIL,L,85,95,94.3,105.4,90.1,0.286,0.167,0.449,49.5,57.6,11.1,10.2,,0.411,14.5,30.2,0.19,,0.48,13.0,73.8,0.307,MIN
2016-01-04,35,35,@,PHI,L,99,109,107.0,117.8,92.5,0.329,0.068,0.592,42.2,66.7,11.9,6.0,,0.548,16.1,19.4,0.26,,0.575,14.7,63.6,0.103,MIN
2016-01-06,36,36,,DEN,L,74,78,90.6,95.5,81.7,0.274,0.151,0.452,46.5,82.1,6.1,8.2,,0.404,9.9,19.5,0.205,,0.407,11.1,71.1,0.148,MIN
2016-01-08,37,37,,CLE,L,99,125,106.7,134.7,92.8,0.329,0.203,0.547,43.4,66.7,8.6,3.7,,0.5,11.7,17.5,0.253,,0.611,10.5,72.2,0.321,MIN
2016-01-10,38,38,,DAL,L,87,93,99.1,105.9,87.8,0.278,0.203,0.491,49.4,69.7,9.1,3.5,,0.443,15.3,28.2,0.215,,0.506,13.1,71.1,0.195,MIN
2016-01-12,39,39,,OKC,L,96,101,98.9,104.0,97.1,0.284,0.222,0.527,52.3,61.1,7.2,9.7,,0.488,16.5,25.0,0.21,,0.518,14.8,81.0,0.167,MIN
2016-01-13,40,40,@,HOU,L,104,107,107.5,110.6,96.7,0.385,0.218,0.57,52.4,69.4,11.4,2.2,,0.513,18.0,31.1,0.308,,0.54,14.9,78.4,0.347,MIN
2016-01-15,41,41,@,OKC,L,93,113,105.1,127.7,88.5,0.271,0.141,0.489,52.9,44.1,3.4,3.0,,0.429,11.2,36.4,0.235,,0.556,5.7,70.7,0.157,MIN
2016-01-17,42,42,,PHO,W,117,87,125.4,93.2,93.3,0.58,0.261,0.676,57.7,59.0,11.8,10.6,,0.616,14.8,27.6,0.464,,0.451,14.0,78.6,0.173,MIN
2016-01-19,43,43,@,NOP,L,99,114,106.9,123.1,92.6,0.408,0.184,0.552,49.4,50.0,10.8,11.7,,0.493,15.1,30.0,0.316,,0.566,13.9,69.2,0.241,MIN
2016-01-20,44,44,@,DAL,L (1 OT),94,106,90.7,102.3,93.8,0.121,0.253,0.49,53.1,65.0,3.9,12.5,,0.467,15.1,21.3,0.099,,0.459,9.3,82.4,0.175,MIN
2016-01-23,45,45,,MEM,W,106,101,119.2,113.6,88.9,0.529,0.25,0.632,52.8,76.5,7.9,8.3,,0.537,15.2,25.0,0.485,,0.525,12.8,75.0,0.228,MIN
2016-01-25,46,46,@,CLE,L,107,114,111.3,118.6,96.2,0.274,0.19,0.568,46.9,68.3,10.4,3.4,,0.512,9.6,20.5,0.25,,0.567,13.3,71.4,0.146,MIN
2016-01-27,47,47,,OKC,L,123,126,129.0,132.1,95.4,0.311,0.156,0.601,42.7,62.0,6.3,5.6,,0.583,7.3,27.3,0.2,,0.582,10.7,60.5,0.22,MIN
2016-01-29,48,48,@,UTA,L,90,103,105.4,120.6,85.4,0.347,0.133,0.521,48.7,48.6,10.5,3.9,,0.48,13.9,30.2,0.24,,0.592,13.5,71.4,0.171,MIN
2016-01-31,49,49,@,POR,L,93,96,101.7,105.0,91.4,0.35,0.2,0.504,57.0,57.1,10.9,8.2,,0.463,14.8,34.1,0.238,,0.461,12.7,81.0,0.342,MIN
2016-02-02,50,50,@,LAL,L,115,119,121.3,125.6,94.8,0.313,0.213,0.632,51.6,78.3,6.3,7.4,,0.6,14.2,25.0,0.238,,0.575,8.6,78.1,0.338,MIN
2016-02-03,51,51,@,LAC,W,108,102,119.6,113.0,90.3,0.338,0.221,0.611,54.5,61.5,6.6,7.0,,0.558,14.5,29.4,0.286,,0.513,12.6,74.4,0.333,MIN
2016-02-06,52,52,,CHI,W,112,105,124.4,116.6,90.0,0.253,0.138,0.579,59.2,53.3,7.8,6.2,,0.523,8.5,38.9,0.241,,0.518,10.5,77.5,0.2,MIN
2016-02-08,53,53,,NOP,L,102,116,105.3,119.8,96.8,0.432,0.148,0.529,54.9,66.7,0.0,12.3,,0.457,11.1,25.6,0.346,,0.536,3.6,81.3,0.124,MIN
