,Rk,G,HomeAway,Opp,WinLoss,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Empty,O_eFG%,O_TOV%,O_ORB%,O_FTFTA,Empty,D_eFG%,D_TOV%,D_ORB%,D_FTFTA,Team
2015-12-07,22,22,@,MIL,L,88,90,95.9,98.1,91.7,0.212,0.388,0.474,50.5,63.6,10.9,11.7,,0.435,15.5,30.0,0.165,,0.438,15.5,75.6,0.356,POR
2015-12-08,23,23,@,CLE,L,100,105,112.2,117.8,89.2,0.203,0.329,0.581,54.5,52.5,3.4,3.4,,0.576,17.3,29.4,0.114,,0.563,8.4,81.3,0.203,POR
2015-12-11,24,24,@,PHO,W,106,96,114.9,104.1,92.2,0.073,0.354,0.535,56.0,51.1,7.6,6.3,,0.531,10.8,30.4,0.042,,0.512,9.0,82.2,0.133,POR
2015-12-12,25,25,,NYK,L,110,112,123.0,125.3,89.4,0.326,0.236,0.54,53.4,36.6,4.5,0.0,,0.494,6.4,34.1,0.247,,0.58,11.2,78.1,0.333,POR
2015-12-14,26,26,,NOP,W,105,101,108.7,104.5,96.6,0.358,0.395,0.56,54.9,80.0,7.2,8.8,,0.512,13.8,21.7,0.272,,0.488,8.7,88.9,0.256,POR
2015-12-16,27,27,@,OKC,L,90,106,92.4,108.8,97.4,0.196,0.283,0.45,48.0,40.6,6.2,4.6,,0.408,15.3,31.5,0.163,,0.494,15.9,68.2,0.354,POR
2015-12-18,28,28,@,ORL,L,94,102,98.2,106.6,95.7,0.356,0.438,0.557,46.7,65.6,3.1,2.9,,0.514,18.4,16.7,0.26,,0.476,11.7,72.9,0.262,POR
2015-12-20,29,29,@,MIA,L,109,116,116.6,124.0,93.5,0.275,0.425,0.608,58.3,59.0,7.5,0.0,,0.569,17.5,28.6,0.225,,0.653,11.3,86.5,0.24,POR
2015-12-21,30,30,@,ATL,L,97,106,102.8,112.3,94.4,0.272,0.296,0.535,61.7,63.2,5.3,8.3,,0.5,16.6,32.6,0.198,,0.539,10.1,94.7,0.299,POR
2015-12-23,31,31,@,NOP,L,89,115,93.2,120.4,95.5,0.253,0.295,0.422,54.2,48.5,7.3,13.0,,0.384,11.0,34.9,0.168,,0.559,10.4,81.8,0.235,POR
2015-12-26,32,32,,CLE,W,105,76,114.9,83.1,91.4,0.213,0.247,0.539,53.8,68.3,9.8,6.5,,0.511,7.6,23.3,0.157,,0.435,16.9,81.3,0.117,POR
2015-12-27,33,33,@,SAC,W,98,94,96.6,92.6,101.5,0.174,0.359,0.495,54.7,50.0,12.8,9.6,,0.467,15.4,28.0,0.13,,0.454,19.7,84.4,0.329,POR
2015-12-30,34,34,,DEN,W,110,103,115.5,108.1,95.3,0.23,0.368,0.574,51.6,53.7,8.4,10.0,,0.54,12.8,27.3,0.184,,0.494,12.8,74.5,0.195,POR
2015-12-31,35,35,@,UTA,L,96,109,115.3,131.0,83.2,0.179,0.462,0.57,48.1,54.3,1.2,0.0,,0.551,10.6,21.1,0.128,,0.587,5.2,72.1,0.093,POR
2016-01-03,36,36,@,DEN,W,112,106,121.5,115.0,92.2,0.41,0.295,0.608,50.0,57.5,4.3,5.2,,0.577,9.8,21.2,0.282,,0.469,7.3,69.4,0.388,POR
2016-01-04,37,37,,MEM,L,78,91,83.2,97.0,93.8,0.333,0.389,0.472,44.7,50.0,7.5,5.3,,0.438,20.3,16.7,0.208,,0.401,9.7,67.3,0.198,POR
2016-01-06,38,38,,LAC,L,98,109,109.0,121.3,89.9,0.267,0.302,0.51,53.8,55.3,5.6,6.7,,0.494,11.9,34.7,0.151,,0.572,10.0,76.2,0.169,POR
2016-01-08,39,39,,GSW,L,108,128,104.2,123.5,103.6,0.292,0.344,0.499,48.4,55.3,11.6,7.3,,0.458,7.7,21.8,0.208,,0.632,13.5,86.8,0.207,POR
2016-01-10,40,40,,OKC,W,115,110,115.2,110.2,99.8,0.14,0.44,0.542,55.3,64.3,7.0,7.3,,0.515,13.1,37.0,0.12,,0.553,17.1,80.0,0.342,POR
2016-01-13,41,41,,UTA,W,99,85,112.7,96.7,87.9,0.17,0.295,0.523,58.7,64.1,8.0,17.5,,0.506,12.1,37.8,0.114,,0.461,14.0,78.7,0.197,POR
2016-01-15,42,42,@,BRK,W,116,104,126.7,113.6,91.5,0.118,0.376,0.593,47.7,55.3,7.6,7.6,,0.586,8.4,28.6,0.075,,0.494,11.0,65.2,0.235,POR
2016-01-16,43,43,@,PHI,L,89,114,90.3,115.6,98.6,0.276,0.333,0.456,45.8,50.0,6.1,7.5,,0.42,11.8,17.6,0.184,,0.618,12.7,90.6,0.263,POR
2016-01-18,44,44,@,WAS,W,108,98,117.7,106.8,91.8,0.131,0.369,0.608,57.8,58.1,5.4,3.6,,0.613,14.4,22.5,0.06,,0.539,9.5,90.7,0.195,POR
2016-01-20,45,45,,ATL,L,98,104,101.7,108.0,96.3,0.117,0.33,0.496,53.8,56.1,5.2,6.3,,0.484,10.8,28.3,0.074,,0.506,11.8,78.7,0.184,POR
2016-01-23,46,46,,LAL,W,121,103,128.9,109.8,93.8,0.237,0.333,0.589,58.3,55.3,12.8,1.9,,0.559,7.2,35.0,0.183,,0.543,17.8,87.5,0.406,POR
2016-01-26,47,47,,SAC,W,112,97,112.4,97.3,99.7,0.211,0.333,0.569,51.6,63.6,6.0,11.9,,0.539,10.9,22.2,0.167,,0.459,11.5,79.2,0.209,POR
2016-01-29,48,48,,CHO,W,109,91,115.8,96.7,94.1,0.174,0.217,0.55,52.0,53.3,10.6,7.8,,0.527,10.0,28.3,0.13,,0.45,14.8,73.1,0.238,POR
2016-01-31,49,49,,MIN,W,96,93,105.0,101.7,91.4,0.395,0.355,0.538,43.0,50.0,7.7,7.8,,0.461,12.7,19.0,0.342,,0.463,14.8,65.9,0.238,POR
2016-02-02,50,50,,MIL,W,107,95,110.0,97.7,97.3,0.294,0.365,0.557,53.3,64.1,6.2,9.7,,0.524,13.5,24.4,0.212,,0.471,11.9,76.5,0.163,POR
2016-02-04,51,51,,TOR,L,103,110,109.1,116.6,94.4,0.284,0.309,0.565,47.1,55.3,8.5,9.1,,0.531,13.3,23.3,0.21,,0.541,12.7,71.4,0.212,POR
2016-02-06,52,52,@,HOU,W,96,79,99.6,81.9,96.4,0.264,0.402,0.494,55.7,60.0,15.6,14.6,,0.466,17.8,39.2,0.172,,0.37,20.3,73.9,0.286,POR
2016-02-08,53,53,@,MEM,W (1 OT),112,106,110.5,104.6,91.8,0.225,0.326,0.573,48.7,50.0,8.9,9.0,,0.551,11.7,19.0,0.157,,0.541,13.7,85.3,0.151,POR
2016-02-10,54,54,,HOU,W,116,103,115.6,102.6,100.4,0.382,0.315,0.558,55.1,51.2,11.0,4.7,,0.506,11.1,33.3,0.292,,0.552,17.9,80.5,0.234,POR
2016-02-19,55,55,,GSW,W,137,105,126.0,96.6,108.7,0.237,0.309,0.639,50.5,53.8,11.0,6.9,,0.624,10.8,19.5,0.165,,0.457,16.1,74.1,0.228,POR
2016-02-21,56,56,,UTA,W,115,111,125.8,121.4,91.4,0.422,0.356,0.539,55.8,51.3,7.7,8.6,,0.5,10.1,46.9,0.278,,0.547,10.3,67.6,0.198,POR
2016-02-23,57,57,,BRK,W,112,104,114.8,106.6,97.5,0.313,0.288,0.615,46.0,60.0,6.2,7.7,,0.563,14.2,16.7,0.275,,0.494,11.7,73.3,0.167,POR
2015-10-28,1,1,,LAC,L,104,111,101.6,108.4,102.4,0.191,0.255,0.51,53.8,58.5,7.8,4.9,,0.495,13.6,25.0,0.117,,0.563,13.8,86.0,0.263,SAC
2015-10-30,2,2,,LAL,W,132,114,120.8,104.3,109.3,0.297,0.218,0.578,60.2,50.0,5.5,12.7,,0.545,10.9,35.6,0.218,,0.522,15.8,83.3,0.236,SAC
2015-10-31,3,3,@,LAC,L,109,114,105.3,110.2,103.5,0.248,0.178,0.487,54.4,46.5,8.7,3.4,,0.455,10.4,35.2,0.168,,0.539,15.0,83.3,0.421,SAC
2015-11-03,4,4,,MEM,L,89,103,93.9,108.7,94.7,0.541,0.27,0.486,41.2,58.6,8.4,1.6,,0.439,12.4,17.4,0.324,,0.5,14.5,69.2,0.241,SAC
2015-11-04,5,5,@,PHO,L,97,118,98.6,120.0,98.3,0.143,0.286,0.543,44.6,62.5,9.2,6.7,,0.542,16.0,17.9,0.071,,0.627,16.3,74.3,0.169,SAC
2015-11-06,6,6,,HOU,L,110,116,108.6,114.5,101.3,0.312,0.301,0.52,46.7,65.0,13.8,6.5,,0.478,12.4,28.6,0.226,,0.579,18.3,67.4,0.256,SAC
2015-11-07,7,7,,GSW,L,94,103,94.3,103.4,99.6,0.184,0.218,0.5,49.5,68.4,9.0,5.7,,0.471,18.3,29.5,0.138,,0.457,15.0,68.1,0.207,SAC
2015-11-09,8,8,,SAS,L,88,106,89.3,107.6,98.5,0.226,0.226,0.476,47.7,73.5,10.2,7.8,,0.446,17.1,22.4,0.155,,0.563,14.8,79.5,0.092,SAC
2015-11-11,9,9,,DET,W,101,92,105.3,96.0,95.9,0.324,0.216,0.597,50.5,54.1,7.3,3.5,,0.561,17.6,18.4,0.243,,0.433,14.1,73.6,0.169,SAC
2015-11-13,10,10,,BRK,W,111,109,109.3,107.3,101.6,0.277,0.287,0.526,53.2,62.5,10.8,4.4,,0.484,11.7,30.0,0.213,,0.517,13.2,79.5,0.191,SAC
2015-11-15,11,11,,TOR,W,107,101,110.5,104.3,96.8,0.316,0.329,0.618,53.8,59.0,8.3,8.9,,0.579,18.0,23.7,0.25,,0.523,13.9,82.5,0.115,SAC
2015-11-18,12,12,@,ATL,L,97,103,99.3,105.4,97.7,0.209,0.186,0.516,53.6,68.4,7.2,1.7,,0.471,17.6,28.3,0.186,,0.478,9.9,76.5,0.202,SAC
2015-11-19,13,13,@,MIA,L,109,116,111.6,118.7,97.7,0.238,0.274,0.587,50.6,58.1,3.1,4.6,,0.583,16.2,23.7,0.131,,0.511,6.3,73.3,0.281,SAC
2015-11-21,14,14,@,ORL,W,97,91,101.5,95.3,95.5,0.383,0.247,0.512,48.5,74.2,11.5,8.2,,0.426,12.9,22.2,0.346,,0.462,15.1,71.2,0.065,SAC
2015-11-23,15,15,@,CHO,L (1 OT),122,127,101.9,106.1,108.4,0.154,0.298,0.549,48.9,65.4,8.4,11.6,,0.538,15.3,16.7,0.096,,0.546,14.8,82.6,0.204,SAC
2015-11-25,16,16,@,MIL,W,129,118,134.8,123.3,95.7,0.481,0.299,0.691,53.2,52.3,9.4,12.3,,0.636,7.9,20.6,0.403,,0.551,9.9,77.8,0.239,SAC
2015-11-27,17,17,,MIN,L,91,101,100.7,111.8,90.3,0.174,0.256,0.491,43.9,56.8,4.4,5.8,,0.477,13.9,26.1,0.105,,0.539,16.6,66.7,0.234,SAC
2015-11-28,18,18,@,GSW,L,101,120,106.4,126.4,94.9,0.15,0.25,0.474,50.0,56.4,9.5,14.0,,0.44,11.6,35.2,0.13,,0.588,13.0,69.0,0.325,SAC
2015-11-30,19,19,,DAL,W,112,98,114.8,100.5,97.5,0.557,0.392,0.569,51.2,61.1,1.0,2.1,,0.513,10.1,22.5,0.392,,0.482,14.6,78.6,0.202,SAC
2015-12-03,20,20,,BOS,L,97,114,94.8,111.4,102.3,0.532,0.273,0.51,53.5,72.4,7.8,7.8,,0.422,16.7,20.9,0.416,,0.56,14.5,86.0,0.238,SAC
2015-12-05,21,21,@,HOU,L,113,120,113.5,120.5,99.6,0.133,0.265,0.545,52.2,76.1,12.1,15.9,,0.52,11.1,30.2,0.112,,0.564,14.9,72.3,0.41,SAC
2015-12-06,22,22,@,OKC,L,95,98,95.9,98.9,99.1,0.341,0.273,0.469,39.8,57.1,11.1,7.8,,0.438,12.2,23.2,0.205,,0.442,17.4,59.6,0.256,SAC
2015-12-08,23,23,,UTA,W,114,106,124.7,116.0,91.4,0.312,0.364,0.651,47.6,67.4,6.6,3.6,,0.623,14.6,26.5,0.234,,0.495,10.6,62.0,0.163,SAC
2015-12-10,24,24,,NYK,W,99,97,99.9,97.9,99.1,0.172,0.172,0.495,44.9,57.1,6.1,5.6,,0.468,10.7,19.6,0.129,,0.452,15.9,72.3,0.265,SAC
2015-12-15,25,25,,HOU,W,107,97,102.2,92.6,104.7,0.387,0.32,0.61,56.6,65.8,12.4,7.0,,0.58,24.2,23.7,0.267,,0.488,18.6,84.4,0.207,SAC
2015-12-18,26,26,@,MIN,L,95,99,105.4,109.9,90.1,0.21,0.284,0.537,38.8,57.9,11.1,3.1,,0.512,11.9,18.6,0.148,,0.512,16.8,62.2,0.183,SAC
2015-12-20,27,27,@,TOR,W,104,94,108.2,97.8,96.1,0.316,0.276,0.601,46.2,65.0,8.3,12.3,,0.586,14.8,12.2,0.197,,0.415,10.6,74.0,0.17,SAC
2015-12-21,28,28,@,WAS,L,99,113,101.6,116.0,97.4,0.242,0.242,0.492,54.8,64.9,8.2,5.1,,0.445,13.0,27.7,0.198,,0.59,10.8,89.2,0.181,SAC
2015-12-23,29,29,@,IND,W,108,106,104.9,103.0,102.9,0.18,0.258,0.562,56.3,60.9,5.8,7.0,,0.539,14.3,15.8,0.135,,0.528,10.1,87.8,0.135,SAC
2015-12-27,30,30,,POR,L,94,98,92.6,96.6,101.5,0.408,0.316,0.524,45.3,73.3,9.9,8.5,,0.454,19.7,15.6,0.329,,0.467,15.4,72.0,0.13,SAC
2015-12-28,31,31,@,GSW,L,103,122,98.2,116.3,104.9,0.295,0.326,0.48,44.9,62.2,9.5,8.5,,0.458,11.5,22.0,0.168,,0.596,15.3,72.9,0.18,SAC
2015-12-30,32,32,,PHI,L,105,110,100.1,104.9,104.9,0.554,0.338,0.57,46.5,63.9,4.8,7.9,,0.541,19.3,15.9,0.338,,0.473,10.7,70.9,0.223,SAC
2016-01-02,33,33,,PHO,W,142,119,136.0,114.0,104.4,0.391,0.264,0.696,64.8,56.6,8.6,3.7,,0.661,12.1,32.3,0.31,,0.578,14.4,90.0,0.277,SAC
2016-01-04,34,34,@,OKC,W,116,104,114.1,102.3,101.7,0.438,0.191,0.546,55.2,65.0,6.9,13.3,,0.489,12.4,31.7,0.326,,0.494,13.1,76.1,0.18,SAC
2016-01-05,35,35,@,DAL,L (2 OT),116,117,103.5,104.4,92.7,0.141,0.323,0.552,47.1,57.4,14.3,1.4,,0.535,15.3,17.6,0.101,,0.52,13.6,75.5,0.153,SAC
2016-01-07,36,36,,LAL,W,118,115,118.8,115.8,99.3,0.318,0.247,0.609,52.9,68.1,8.1,11.5,,0.588,13.4,27.0,0.212,,0.592,16.9,81.8,0.329,SAC
2016-01-09,37,37,,GSW,L,116,128,112.4,124.0,103.2,0.315,0.25,0.554,41.5,62.8,7.7,6.0,,0.511,8.7,15.2,0.239,,0.672,16.1,75.0,0.126,SAC
2016-01-13,38,38,,NOP,L,97,109,100.3,112.7,96.7,0.167,0.274,0.538,53.6,51.2,4.1,10.4,,0.524,16.6,23.8,0.107,,0.5,6.3,76.4,0.09,SAC
2016-01-14,39,39,@,UTA,W,103,101,107.9,105.8,95.4,0.568,0.149,0.557,58.7,55.9,12.6,4.1,,0.493,14.0,33.3,0.405,,0.458,11.7,80.0,0.301,SAC
2016-01-16,40,40,@,LAC,W,110,103,112.2,105.0,98.1,0.434,0.329,0.608,53.1,77.8,5.1,14.0,,0.559,15.8,22.0,0.329,,0.464,9.5,75.4,0.146,SAC
2016-01-20,41,41,@,LAL,W,112,93,114.6,95.1,97.8,0.315,0.225,0.553,59.0,65.1,6.1,18.5,,0.517,12.1,34.1,0.225,,0.378,8.0,78.6,0.278,SAC
2016-01-21,42,42,,ATL,W,91,88,90.6,87.6,100.5,0.261,0.261,0.444,57.1,72.7,12.9,7.8,,0.397,15.6,32.7,0.196,,0.464,17.3,84.8,0.119,SAC
2016-01-23,43,43,,IND,W,108,97,110.9,99.6,97.4,0.424,0.188,0.536,55.9,50.0,7.2,6.0,,0.476,12.2,28.9,0.318,,0.459,9.3,81.3,0.209,SAC
2016-01-25,44,44,,CHO,L (2 OT),128,129,113.0,113.8,93.8,0.352,0.253,0.609,54.9,75.0,3.5,12.1,,0.566,17.3,23.1,0.275,,0.491,6.9,74.6,0.191,SAC
2016-01-26,45,45,@,POR,L,97,112,97.3,112.4,99.7,0.372,0.221,0.485,48.4,72.2,7.0,8.3,,0.459,11.5,20.8,0.209,,0.539,10.9,77.8,0.167,SAC
2016-01-28,46,46,@,NOP,L,105,114,99.3,107.8,105.8,0.225,0.315,0.537,46.0,72.5,5.7,11.1,,0.506,11.7,10.3,0.169,,0.49,11.4,75.0,0.184,SAC
2016-01-30,47,47,@,MEM,L,117,121,112.0,115.8,104.5,0.413,0.261,0.538,61.4,42.1,9.6,4.9,,0.462,14.9,37.5,0.348,,0.57,12.0,94.3,0.392,SAC
2016-02-01,48,48,,MIL,W,111,104,117.0,109.6,94.8,0.349,0.302,0.559,58.9,53.8,7.4,4.7,,0.506,13.9,40.0,0.279,,0.548,14.1,77.8,0.143,SAC
2016-02-03,49,49,,CHI,L,102,107,99.7,104.6,102.3,0.216,0.227,0.529,47.9,50.0,11.7,11.9,,0.511,14.2,18.8,0.136,,0.517,14.9,78.3,0.182,SAC
2016-02-05,50,50,@,BRK,L,119,128,116.8,125.6,101.9,0.247,0.292,0.603,40.3,66.7,14.7,5.2,,0.551,10.0,12.5,0.236,,0.663,18.5,70.3,0.163,SAC
2016-02-07,51,51,@,BOS,L,119,128,110.4,118.8,107.8,0.2,0.274,0.576,39.5,68.1,13.9,7.5,,0.547,11.9,15.9,0.158,,0.632,19.7,67.6,0.143,SAC
2016-02-08,52,52,@,CLE,L,100,120,97.5,117.0,102.5,0.354,0.28,0.528,45.4,77.8,10.7,6.8,,0.494,15.2,16.3,0.232,,0.564,12.0,75.0,0.149,SAC
2016-02-10,53,53,@,PHI,W,114,110,119.1,114.9,95.7,0.333,0.184,0.571,50.0,65.9,7.3,10.7,,0.529,11.5,36.6,0.253,,0.544,16.2,61.7,0.121,SAC
2016-02-19,54,54,,DEN,W,116,110,106.2,100.7,109.2,0.373,0.253,0.6,50.6,39.0,11.0,12.3,,0.554,18.5,16.7,0.289,,0.511,15.1,80.9,0.2,SAC
2016-02-23,55,55,@,DEN,W,114,110,108.2,104.4,105.4,0.337,0.205,0.598,53.2,65.1,8.5,16.4,,0.56,14.4,15.8,0.253,,0.46,9.9,78.6,0.18,SAC
2015-10-28,1,1,@,OKC,L,106,112,104.3,110.2,101.6,0.14,0.161,0.537,44.4,48.9,10.8,13.4,,0.511,11.6,17.1,0.118,,0.529,16.6,72.5,0.244,SAS
2015-10-30,2,2,,BRK,W,102,75,106.8,78.5,95.5,0.151,0.256,0.556,63.6,57.5,7.3,6.6,,0.517,16.4,28.6,0.151,,0.435,15.2,95.7,0.104,SAS
2015-11-01,3,3,@,BOS,W,95,87,95.6,87.5,99.4,0.301,0.229,0.505,53.1,61.1,10.1,8.7,,0.464,16.1,25.6,0.217,,0.388,13.3,71.9,0.112,SAS
2015-11-02,4,4,@,NYK,W,94,84,105.4,94.1,89.2,0.215,0.165,0.543,47.9,53.8,6.7,9.2,,0.519,13.1,20.0,0.152,,0.382,9.2,68.5,0.18,SAS
2015-11-04,5,5,@,WAS,L,99,102,101.0,104.0,98.0,0.247,0.272,0.551,59.8,56.8,5.1,4.7,,0.5,18.2,23.7,0.222,,0.529,9.7,90.9,0.115,SAS
2015-11-07,6,6,,CHO,W,114,94,120.2,99.1,94.8,0.284,0.259,0.626,56.0,77.8,11.6,5.6,,0.611,11.6,18.2,0.185,,0.507,14.8,85.7,0.274,SAS
2015-11-09,7,7,@,SAC,W,106,88,107.6,89.3,98.5,0.126,0.264,0.577,52.3,73.9,11.2,10.8,,0.563,14.8,20.5,0.092,,0.446,17.1,77.6,0.155,SAS
2015-11-11,8,8,@,POR,W,113,101,121.9,108.9,92.7,0.22,0.183,0.628,53.8,58.7,4.3,6.1,,0.604,10.9,23.5,0.171,,0.494,8.4,77.3,0.159,SAS
2015-11-14,9,9,,PHI,W,92,83,97.5,88.0,94.3,0.294,0.188,0.479,56.8,69.7,10.6,11.7,,0.418,11.9,25.5,0.247,,0.451,14.7,87.5,0.11,SAS
2015-11-16,10,10,,POR,W,93,80,107.1,92.1,86.8,0.146,0.258,0.491,54.7,76.3,10.4,17.9,,0.466,6.0,25.5,0.112,,0.46,12.9,89.7,0.147,SAS
2015-11-18,11,11,,DEN,W,109,98,117.8,105.9,92.6,0.233,0.209,0.575,50.0,78.6,5.4,15.7,,0.541,9.5,23.3,0.186,,0.413,5.4,70.2,0.173,SAS
2015-11-20,12,12,@,NOP,L,90,104,95.3,110.1,94.5,0.19,0.202,0.494,44.8,64.7,5.3,12.1,,0.458,8.1,9.8,0.155,,0.5,8.6,84.4,0.182,SAS
2015-11-21,13,13,,MEM,W,92,82,103.0,91.8,89.3,0.306,0.292,0.563,53.3,58.8,7.8,9.2,,0.521,17.2,20.0,0.236,,0.439,16.4,82.5,0.23,SAS
2015-11-23,14,14,,PHO,W,98,84,104.0,89.1,94.2,0.122,0.244,0.567,50.7,50.0,19.1,5.6,,0.567,18.8,28.2,0.061,,0.514,26.6,75.0,0.123,SAS
2015-11-25,15,15,,DAL,W,88,83,97.7,92.1,90.1,0.235,0.346,0.492,53.1,69.7,6.7,6.6,,0.457,12.7,24.5,0.173,,0.446,12.8,81.6,0.108,SAS
2015-11-27,16,16,@,DEN,W,91,80,99.0,87.0,92.0,0.187,0.293,0.561,53.2,61.1,12.0,12.3,,0.533,18.2,14.7,0.147,,0.448,17.9,82.2,0.143,SAS
2015-11-28,17,17,,ATL,W,108,88,112.1,91.4,96.3,0.235,0.2,0.576,53.3,62.5,11.4,14.8,,0.524,14.6,27.9,0.224,,0.46,16.3,75.5,0.092,SAS
2015-11-30,18,18,@,CHI,L,89,92,97.0,100.3,91.7,0.2,0.156,0.454,48.0,54.1,5.5,5.7,,0.422,8.4,23.5,0.144,,0.465,9.5,74.5,0.14,SAS
2015-12-02,19,19,,MIL,W,95,70,99.7,73.4,95.3,0.222,0.233,0.481,55.1,67.6,11.5,14.1,,0.45,10.0,22.4,0.156,,0.353,15.7,87.8,0.192,SAS
2015-12-03,20,20,@,MEM,W,103,83,113.4,91.4,90.8,0.225,0.225,0.586,56.5,67.5,8.8,12.5,,0.563,14.6,26.3,0.163,,0.388,10.8,80.9,0.263,SAS
2015-12-05,21,21,,BOS,W,108,105,113.1,109.9,95.5,0.265,0.205,0.583,54.7,59.1,3.1,5.3,,0.56,13.1,28.2,0.181,,0.523,12.8,76.6,0.174,SAS
2015-12-07,22,22,@,PHI,W,119,68,135.4,77.4,87.9,0.329,0.145,0.684,60.3,68.1,4.6,2.0,,0.645,7.4,21.9,0.276,,0.373,13.4,87.0,0.16,SAS
2015-12-09,23,23,@,TOR,L,94,97,106.0,109.4,88.7,0.316,0.329,0.543,50.7,67.6,11.3,3.7,,0.493,16.4,30.2,0.25,,0.602,21.3,84.6,0.313,SAS
2015-12-11,24,24,,LAL,W,109,87,115.0,91.8,94.8,0.305,0.171,0.586,57.6,59.1,9.5,9.5,,0.573,12.3,28.9,0.183,,0.46,14.0,80.9,0.068,SAS
2015-12-12,25,25,@,ATL,W,103,78,106.1,80.4,97.0,0.297,0.27,0.615,59.8,72.2,11.3,3.6,,0.554,21.6,18.8,0.284,,0.406,16.3,86.0,0.163,SAS
2015-12-14,26,26,,UTA,W,118,81,133.6,91.7,88.3,0.36,0.28,0.679,60.0,57.1,6.8,2.9,,0.62,11.2,26.5,0.333,,0.424,11.3,84.8,0.177,SAS
2015-12-16,27,27,,WAS,W,114,95,121.1,100.9,94.1,0.277,0.265,0.612,53.1,65.9,10.6,13.0,,0.578,10.6,22.2,0.217,,0.435,11.2,77.8,0.262,SAS
2015-12-18,28,28,,LAC,W,115,107,124.1,115.5,92.7,0.276,0.218,0.589,54.3,58.1,7.6,8.3,,0.552,7.6,24.4,0.218,,0.569,10.0,85.0,0.347,SAS
2015-12-21,29,29,,IND,W,106,92,111.7,97.0,94.9,0.101,0.225,0.57,48.4,58.7,8.4,9.9,,0.551,8.8,16.7,0.09,,0.461,12.7,74.5,0.1,SAS
2015-12-23,30,30,@,MIN,W,108,83,124.5,95.7,86.7,0.171,0.293,0.613,60.3,54.5,8.1,14.5,,0.598,14.5,37.8,0.122,,0.438,13.5,80.5,0.278,SAS
2015-12-25,31,31,@,HOU,L,84,88,92.0,96.4,91.3,0.091,0.227,0.459,52.8,66.7,12.0,6.8,,0.438,14.1,29.2,0.08,,0.48,16.6,80.5,0.23,SAS
2015-12-26,32,32,,DEN,W,101,86,112.3,95.6,89.9,0.21,0.123,0.571,53.2,53.8,12.2,17.6,,0.525,11.1,26.3,0.198,,0.471,14.5,79.5,0.058,SAS
2015-12-28,33,33,,MIN,W,101,95,105.0,98.8,96.1,0.389,0.236,0.599,52.9,67.6,5.2,7.0,,0.549,15.9,16.1,0.306,,0.494,13.9,83.8,0.171,SAS
2015-12-30,34,34,,PHO,W,112,79,117.6,83.0,95.2,0.434,0.184,0.619,56.1,60.5,13.7,7.9,,0.605,12.6,17.6,0.263,,0.426,14.4,83.3,0.123,SAS
2016-01-02,35,35,,HOU,W,121,103,127.9,108.9,94.6,0.221,0.279,0.641,51.3,68.9,9.5,3.8,,0.599,10.4,21.6,0.209,,0.561,14.5,79.5,0.27,SAS
2016-01-04,36,36,@,MIL,W,123,98,129.8,103.4,94.8,0.222,0.222,0.622,55.7,65.3,11.6,7.7,,0.594,11.6,34.2,0.178,,0.5,14.3,75.6,0.273,SAS
2016-01-06,37,37,,UTA,W,123,98,130.8,104.2,94.0,0.151,0.244,0.671,52.8,65.4,10.6,3.3,,0.657,12.4,25.0,0.116,,0.513,17.2,75.0,0.215,SAS
2016-01-08,38,38,,NYK,W,100,99,106.9,105.9,93.5,0.183,0.14,0.498,52.7,56.1,5.3,12.9,,0.462,7.4,26.1,0.151,,0.467,7.5,78.7,0.154,SAS
2016-01-11,39,39,@,BRK,W,106,79,119.7,89.2,88.5,0.232,0.159,0.587,57.1,61.4,9.0,6.6,,0.561,11.7,28.6,0.171,,0.466,16.0,85.7,0.151,SAS
2016-01-12,40,40,@,DET,W,109,99,108.5,98.6,100.4,0.318,0.165,0.563,54.4,48.8,9.0,7.4,,0.512,14.9,26.8,0.259,,0.451,10.5,77.6,0.187,SAS
2016-01-14,41,41,,CLE,W,99,95,107.3,102.9,92.3,0.265,0.205,0.534,51.1,44.7,6.5,12.5,,0.488,10.6,24.4,0.217,,0.524,16.4,79.1,0.11,SAS
2016-01-17,42,42,,DAL,W,112,83,112.0,83.0,100.0,0.311,0.222,0.547,53.1,52.4,7.0,8.6,,0.494,6.4,13.0,0.256,,0.395,12.4,90.0,0.235,SAS
2016-01-21,43,43,@,PHO,W,117,89,125.5,95.5,93.2,0.326,0.163,0.595,50.0,57.1,8.6,9.5,,0.541,7.5,22.7,0.279,,0.432,12.5,78.6,0.235,SAS
2016-01-22,44,44,@,LAL,W,108,95,122.9,108.1,87.9,0.153,0.247,0.595,43.8,60.5,11.4,19.1,,0.571,6.2,17.5,0.129,,0.488,10.7,70.0,0.155,SAS
2016-01-25,45,45,@,GSW,L,90,120,87.1,116.1,103.4,0.419,0.189,0.513,45.8,67.7,10.6,6.8,,0.453,22.2,20.5,0.311,,0.582,17.9,74.4,0.247,SAS
2016-01-27,46,46,,HOU,W,130,99,132.9,101.2,97.8,0.233,0.256,0.655,55.1,68.0,7.2,7.0,,0.622,11.6,30.0,0.2,,0.438,13.5,75.5,0.479,SAS
2016-01-30,47,47,@,CLE,L,103,117,118.0,134.0,87.3,0.259,0.222,0.571,42.7,50.0,2.3,3.4,,0.531,6.2,19.5,0.21,,0.604,9.0,70.6,0.22,SAS
